genel_nit_is_tanimi,ilan_baslik,label,skills
bilisim sistemleri cagri merkezi sektorunde uzman yazilim cozumleri uretmektedir sektor tecrubesi yuksek kadrosu buyuk kuruluslarin cagri merkezi ihtiyaclarini karsilamak amaciyla altyapi kurulum entegrasyon yazilim cozumleri konusunda hizmetler sunmaktadir sirketimizin buyuyen kadrosunda mevcut projelerimizde gorevlendirilmek uzere analisti arayisimiz bulunmaktadir genel teli kler universitelerin endustri muhendisligi matematik muhendisligi bilgisayar muhendisligi veya benzeri bolumlerinden mezun bankacilik surecleri hakkinda ozellikle cagri merkezi kanalinda tecrube tercih sebebidir agile scrum prensiplerine hakim scrum uygulama deneyimi olan analitik kavramsal dusunme yetenegi guclu problem cozme karar verme cikarim yapabilme yetkinliklerine sahip dikkatli detayci sonuc odakli takim calismasina uyumlu enerjisi kisisel motivasyonu yuksek sorumluluk sahibi proaktif disiplinli derecede planlama organizasyon takibi becerisine sahip lgili paydaslarla etkili olumlu iletisim kurabilen tercihen agile scrum projelerde gorev almis tercihen ngilizce bilen tanimi agile scrum prensiplerine uygun sekilde planlanan proje taleplerin belirlenen hedefler cercevesinde gelistirilmesinin saglanmasi projeler gelistirmeler iyilestirmeler duzeltmeler icin birimleri goruserek ihtiyaclarin saptanmasi gereken analiz calismalarinin yapilarak kapsamin belirlenmesi uygulama fonksiyonel gereksinimlerinin belirlenmesi uygulama ekran tasarimlarinin yapilmasi ilgili dokumanlarin hazirlanmasi yazilim gelistirme tamamlandiginda sistem entegrasyon kullanici kabul testi oncesi kalite testlerinin yapilmasi kullanici kabul testleri asamasina destek verilmesi gerceklestirdigi aktiviteler kapsaminda uretilmesi gereken dokumanlarin sureclere uygun sekilde olusturulmasi birimleri gelistirme ekibi projelerin taleplerinin karsilanmasina yonelik gerekli koordinasyonun saglanmasi,analisti,is_analizi_raporlama,yazilim cozumleri analiz cagri merkezi scrum analitik dusunme guclu problem cozme karar verme cikarim yapabilme iletisim becerilerine sahip ekip calismasina uyumlu
tanimi sirketimizin kurumsal kaynak planlama mudurlugu gorevlendirilmek uzere ozellikle kismen uygulamalarini projelendirme uyarlama faaliyetlerinin yurutulmesi mevcutta kullanilan sisteminin yurutulmesi devam etmekte olan hana projemisinin yurutulmesi modulle ilgili analizlerin gelistirme uyarlamalarin yapilmasi gerektiginde diger modulleri farkli sistemlerle entegrasyonun saglanmasi uyarlama gelistirmelere danisman testlerinin yapilmasi mevcut sureclerle ilgili destegin verilmesi genel teli kler universitelerin bilgisayar muhendisligi endustri muhendisligi yonetim bilisim sistemleri benzeri lisans bolumlerinden mezun leri seviyede modulu uyarlama bilgisine deneyimine sahip modulunde gorev almis tercihen modul bilgisine sahip mevcut sureclerinin projelendirme analiz tasarim uyarlama devreye alimi konularinda deneyimli uygulama destegi saglayabilen takim calismasina yatkin letisim becerileri gelismis empati kurabilen pratik cozumler uretebilen derecede ngilizce bilen erkek adaylar icin askerlik gorevini tamamlamis takim arkadasi aramaktayiz,analisti,is_analizi_raporlama,iletisim becerilerine sahip empati kurabilen analiz tasarim
sirketimizin ayazaga ofisinde gorevlendirilmek uzere asagidaki niteliklere sahip takim arkadasi aramaktayiz tercihen universitelerin yillik muhendislik fakultelerinden veya sletme ktisat bolumlerinin birinden mezun kartli odeme sistemleri yazilim projelerinin analizi konusunda deneyimli kart temasli temassiz diger arka ofis surecleri konusunda deneyimli tercihen cbap egitime katilmis sertifikasina sahip yurtici yurtdisi seyahat engeli bulunmayan office project visio dahil uygulamalarina hakim konusunda bilgi sahibi agile scrum metodolojileri ilgili bilgisi deneyimi bulunan yeni teknolojileri takip eden ogrenmeye istekli takim calismasina uyumlu yeniliklere acik enerjisi kisisel motivasyonu yuksek sorumluluk sahibi disiplinli derecede ngilizce bilen tanimi planlari dogrultusunda projelerin sistem uretim gerekliliklerini akislarini belirlemek optimize etmek analiz dokumanlarini hazirlamak projelerin planlari dogrultusunda ilerleyisini takip etmek birim entegrasyon sistem kullanici testlerinin senaryolarini uygulanmalarini sonuclarini denetlemek gerekli duzeltme islemlerini yurutmek tasarimlarinin sistem entegrasyonlarinin gerceklestirilmesini saglamak akislarindan dogan proje uretim problemlerini tespit etmek analiz etmek cozumunu saglamak projelerin planlanana uygun sekilde tamamlanmasi icin gerekli analiz sentez cozumleme calismalarini yurutmek akis diagramlarini cizmek uretime gecis sonrasi takip yapmak smartspy paypass terminal simulator advt etec subset,kidemli analisti syeri,is_analizi_raporlama, odeme sistemleri yazilim projeleri analiz kart temasli temassiz cbap office programlari agile scrum ogrenmeye istekli yuksek sorumluluk sahibi ingilizce analiz kullanici testleri tasarim akis diagramlarini smartspy 
elektronik bilisim sistemleri yilindan itibaren akilli bilet sistemleri otomasyon sistemleri arac takip sistemleri kartli gecis sistemleri kisi sayma sistemleri uzerinde calismalari yurutmekte yazilim gelistirmektedir sistem ekipman uretimlerini kendi kaynaklariyla yapan elektronik gerceklestirdigi ozel projeler yerli otomasyon tanimlama sistemleri ureticisi anahtar teslim cozumler sunan alanindaki turk firmasidir elektronik merkezi stanbul olmak uzere turkiye bolgesini kapsayan bolge mudurlukleri konusunda uzman deneyimli kadrosu musterilerinin yazilim donanim ihtiyaclarini kaliteli servis politikasi karsilayan cozum ortagi olmayi hedeflemekte bulundugu sektorde oncu oynamak icin kendi olusturdugu ileri teknolojiyi kullanarak emin adimlarla ilerlemektedir universitelerin muhendislik bolumlerinden mezun tercihen bilgisayar endustri matematik lgili alanda tecrube sahibi derecede ngilizce bilen kapsam degerlendirme fonksiyonel analizi deneyimi olan arayuz tasarimi kullanici deneyimleri hakkinda bilgi sahibi yazilim gelistirme surecleri talep yonetimi alanlarinda deneyim sahibi tercihen elektronik ucret toplama sistemlerinde deneyim sahibi office uygulamalarinda yetkin word excel access project visio tercihen agile yontemler hakkinda bilgi sahibi test senaryo teknikleri hakkinda bilgi sahibi analitik dusunme problem cozme yetkinligine sahip etkin etkili iletisim kurabilen analizi surec metodolojilerine hakim proje yonetimi yazilim surec yonetimi konusunda genel bilgi sahibi uyum saglayan esnek calisabilen analisti takim arkadasi ariyoruz tanimi gelistirilecek projelerde ihtiyaclarin saptanmasi analizi uygulama fonksiyon gereksinimlerinin tasarlanmasi uygulama ekran tasarimlarinin yapilmasi fonksiyonel analiz tasarim dokumantasyonunun hazirlanmasi sureclerini analiz edip ihtiyaclari belirlemek ilgili verileri toplayip analiz etmek projeler gelistirmeler iyilestirmeler duzeltmeler icin gereken analiz calismalarinin yapilmasi ilgili dokumanlarin hazirlanmasi proje kapsamindaki yazilim test surecleri asamasinda test ekibine destek verilmesi kullanici kabul testi oncesi kalite testlerinin yapilmasi kullanici kabul testleri asamasina destek verilmesi,analisti,is_analizi_raporlama, akilli bilet sistemleri otomasyon sistemleri arac takip sistemleri kartli gecis sistemleri kisi sayma sistemleri inglizce fonksiyonel analiz arayuz tasarimi yazilim gelistirme surecleri office programlari test senaryo teknikleri analitik dusunen problem cozme yetkinligine sahip iletisim becerilerine sahip analizi surec metodolojileri proje yonetimi yazilim surec yonetimi raporlama 
azimech bilisim yazilim hizmetleri bize proje gelistirme bunyesinde bursa faaliyet gosteren uygulama yazilimlari alaninda hizmet veren yazilim sirketidir sirketimizin uygulama yazilimlari departmaninda gorevlendirilmek uzere yazilim analisti arayisimiz mevcuttur aranan teli kler universitelerin bilgisayar muhendisligi endustri muhendisligi matematik fizik statistik veya ilgili bolumlerinden mezun yazilim analizi konusunda deneyimli yazilim gelistirme surecleri guncel metodolojiler hakkinda bilgi sahibi agile scrum kanban surecleri takimlari hakkinda bilgili mobil platformlar icin yazilim gelistirmede almis asana jira gereksinim yonetim uygumalarini kullanmis ihtiyaclarini toplama eleme yontemlerini uygulamis analitik dusunce yaratici yaklasimlari benimseyen sonuc odakli problem cozmeyi seven dokumantasyon yeteneklerine sahip letisim yetenekleri guclu ekip calismasina yatkin detaylari onem veren derecede ngilizce bilen yurtici yurtdisi seyahat engeli bulunmayan erkek adaylar icin askerligini tamamlamis bursa ikamet eden yada edebilece tanimi proje gereksinimlerinin analiz edilmesi yeni gelistirme taleplerinin analiz edilmesi dokumante edilmesi cross functional ekipler icerisinde projelerin yonetimi izlenmesi raporlanmasi kavramsal tasarim gereksinim tanim kabul egitim dokumanlarinin hazirlanmasi yayinlanmasi canliya cikis oncesi kabul testlerinin yapilmasi kullanicilara egitim desteginin verilmesi,yazilim analisti,is_analizi_raporlama,ekip calismasi raporlama yazilim gelistirme surecleri agile scrum kanban yazilim gelistirme analitik dusunen
universitelerin gida muhendisligi kimya muhendisligi kimya bolumlerinden mezun kimyasal enstrumental analizlerde calisabilecek tercihen tecrube sahibi analitik becerileri yuksek cozum odakli arastirmaci takim calismasina yatkin kurallara bagli dinamik tercihen sozlu yazili ngilizce bilgisine sahip sorumluluk alan inisiyatif kullanabilen yogun tempo esnek calisma saatlerine uyumlu office uygulamalarina hakim letisim becerisi yuksek erkek adaylar icin askerlik gorevini tamamlamis tanimi gida laboratuvarimizda gorevlendirilmek uzere sorumlu oldugu analizlerde gelen numunelerin ilgili talimatlara gore hazirlanmasini musteri istekleri dogrultusunda analiz edilmesini kayitlarin tutulmasi saglayacak takim arkadasi ariyoruz,analist kimyasal enstrumental analiz,is_analizi_raporlama,analitik dusunen office programlari inglizce sorumluluk sahibi
genel nitelikler universitelerin endustri veya ilgili muhendislik bolumlerinden mezun benzer pozisyonlarda tecrubesi bulunan tercihen yada duzey yazilimlarindan birinde sene uygulama uyarlama tecrubesi olan takim calismasina yatkin sozlu yazili iletisim kabiliyetleri yuksek insan iliskileri kuvvetli problem cozme analitik dusunme yetenegine sahip proaktif sonuc odakli yaklasimla calistigi isleri bastan sona takip ederek tamamlayan raporlama aliskanligi olan dokumantasyona onem veren yeni teknolojileri yakindan takip eden ogrenmeye yenilikci yaklasimlara kendini gelistirmeye acik teknik ihtiyacini karsilayabilecek duzeyde ngilizce bilgisi olan erkek adaylar icin askerlik hizmetini tamamlamis kayseri ikamet eden edebilecek olan tanimi hali hazirda devam eden veya benzer projelerinde gorev almak proje destek verdigi konularda gerekli dokumantasyonu gerceklestirmek surec veya projelerin gelistirilmesini yapan ucuncu parti firmalarin takibini yapmak birimleri birlikte ihtiyac analizi yapabilecek cozum uretebilecek mevcut sistem surec analizlerinin yapilmasi sureclerin raporlanmasi gelistirilen veya mevcut uygulamalarin destegini vermek kullanici taleplerini degerlendirmek talep edilen gelistirmelerin uygunlugunu analiz etmek kurulu yapiya uygun olacak sekilde gelistirmeleri planlamak gerceklestirmek yapilan gelistirmelerin testlerinin yapilmasini saglamak gerektiginde egitim vererek sirket icin anahtar kullanicilarin olusmasini saglayacak calisma arkadaslari aramaktayiz,analisti uzman uzman yardimcisi,is_analizi_raporlama,iletisim becerilerine sahip insan iliskileri kuvvetli problem cozme analitik dusunene sonuc odakli raporlama ingilizce ihtiyac analizi sistem surec analizi
tabanli mobil uygulamalar icin analizi teknik analiz tecrubesi olan yazilim gelistirme metodolojileri konusunda bilgili cesitli isletim sistemi programlama dili java veri tabanlari uzerinde tecrube sahibi uygulanacak cozumlerde security performance availability reliability redundancy gibi gereksinimlerin sekilde karsilanabilecegi hakkinda yorum yapabilen entegrasyon mimarilerini uygulama entegrasyon cozumleri tasarlama konusunda deneyimli yazilim dokumantasyonu olusturma tecrubesi disiplini olan lgili paydaslarla etkili olumlu iletisim kurabilen takibi kuvvetli detaylara onem veren sonuc odakli calisabilecek gorev tanimi talep projeler icin efor maliyet analizinin yapilmasi proje taleplerin gelistirme defectlerin sureclerindeki planlama analiz tasarim gelistirme test devreye alim fazlarinda cozum sorumlusu rolunun yerine getirilmesi canli test ortamlarindaki defectlerin takibi kapasite utilizasyon takibi gerceklestirdigi aktiviteler kapsaminda uretilmesi gereken dokumantasyonlari sureclere uygun sekilde olusturmak sorumlulugundaki uygulamalarin surum yonetimini yapmak birimi kaynak firma calisanlari diger cozum ekipleri arasinda gerekli koordinasyonu saglamak,analisti,is_analizi_raporlama,analiz yazilim gelistirme isletim sistemi programlama dili java veri tabanlari security performance availability reliability redundancy sonuc odakli iletisim becerileri kuvvetli
universitelerin bilgisayar veya endustri basta olmak uzere teknoloji muhendislik matematik stem bolumlerinden mezun olmus deneyime sahip analitik dusunme problem cozme yetkinligine sahip degisime acik yeni trend yaklasimlari takip eden ogrenmeye istekli sonuc odakli takim calismasina yatkin sunum becerisi yuksek letisimi muzakere buluculuk yetenegi kuvvetli sorunlari tespit edip cozum onerisi uretebilen soyut fikirleri olgunlastirarak somut ciktilar uretebilen derecede ngilizce bilen erkek adaylar icin askerligini tamamlamis tecilli tanimi yapi kredi bilgi teknolojileri yazilim gelistirme metodolojileri sureclerine adapte olarak yazilim gelistirme calismalarinda analist olarak gorev alinmasi bankacilik bilgi teknolojileri projelerinde talepleri dogrultusunda birimleri calisilarak gereksinimlerin netlestirilmesi surecleri tasarimi fonksiyonel teknik analiz yapilmasi yazilim gelistirme sureci genelinde yazilim gelistirme ekipleri koordineli calisarak taleplerinin fonksiyonel gereksinimlerin karsilanmasina yonelik koordinasyonun saglanmasi gelistirilen uygulamalarin fonksiyonel testlerinin gerceklestirilmesi kullanici kabul testlerinin koordine edilmesi,analisti ticari krediler,is_analizi_raporlama,iletisim becerilerine sahip ingilizce sonuc odakli ekip calismasi cozum gelistirme yazilim gelistirme metodoloji
tanimi yeni takim arkadasimiz yukari dudullu umraniye alan operasyon merkezi lokasyonunda bilgi teknolojileri kanal yonetimi analisti olarak asagidaki fonksiyonlari yurutecektir agile scrum prensiplerine adapte olarak yazilim gelistirme surecinde gorev alinmasi talepleri dogrultusunda surecleri tasarimi fonksiyonel teknik analiz yapilmasi birimleri yazilim gelistirme ekipleri taleplerinin fonksiyonel gereksinimlerin karsilanmasina yonelik koordinasyonun saglanmasi gelistirilen uygulamalarin fonksiyonel testlerinin gerceklestirilmesi kullanici kabul testlerinin koordine edilmesi teknolojik gelismeleri takip ederek yeni uygulamalari yazilim gelistirme araclari yontemleri hakkinda kendini calisma seklini yenileyebilmesi proje ilgili turlu statu risk degisiklikleri takip ederek ilgili raporlama bilgilendirmeleri gerceklestirmesi proje yonetim standartlari cercevesinde gerekli proje dokumantasyonunu zamaninda kaliteli olarak olusturulmasi genel teli kler universitelerin elektrik elektronik muhendisligi endustri muhendisligi sletme muhendisligi matematik muhendisligi bilgisayar muhendisligi veya benzeri bolumlerinden mezun derecede ngilizce bilen tecrube sahibi dijital kanalar ilgili herhangi konuda daha once calismis nternet bankaciligi mobil bankacilik cagri merkezi analitik kavramsal dusunme yetenegi guclu yeni teknolojileri takip eden ogrenme istegi surekli takim calismasina uyumlu enerjisi kisisel motivasyonu yuksek sorumluluk sahibi proaktif disiplinli problem cozme karar verme cikarim yapabilme yetkinliklerine sahip dikkatli detayci surec veri sonuc odakli temsil yetenegine sahip ikna ifade iletisim yonu yuksek duzeyde olan adaylarinin basvurularini bekliyoruz,dijital cozumler yonetimi analisti,is_analizi_raporlama,iletisim becerilerine sahip kanal yonetimi analisti agile scrum yazilim gelistirme fonksiyonel teknik analiz raporlama kavramsal dusunme yetenegi sonuc odakli temsil yetenegin ikna etme ekip calismasi
dunya avrupa tuketici finansmani konusunda onde gelen gruplarindan bnpp personal finance turkiye deki iliskili kurulusu olan tuketici finansman genel mudurluk sistem gelistirme departmani kadrosunda gorevlendirilmek uzere sistem gelistirme analisti arayisimiz konusudur universitelerin bilgisayar muhendisligi endustri muhendisligi matematik veya diger ilgili bolumlerden mezun tercihen finans sektorunde sistem gelistirme alaninda analitik deneyime sahip office programlarini etkin kullanabilen tercihen visio project programlari hakkinda bilgi sahibi analitik dusunme problem cozme yetkinligine sahip oracle konularinda bilgi sahibi toad navigator kullanmis olmasi tercih sebebidir duzenli raporlama aliskanligi olan dokumantasyona onem veren musteri odakli ikna iletisim yonu guclu degisime ogrenmeye acik yaratici sonuc odakli takim calismasina yatkin esnek calisma saatlerine uyum saglayabilen erkek adaylar icin askerlik hizmetini tamamlamis veya askerlik hizmeti tecilli derecede ngilizce bilen musteri odakli tanimi kollari sureclerini analiz etmek analiz edilen sureclerin dokumantasyonunu yapmak analizi yapmak yurutulen projelerde ilgili kollari iletisim koordinasyonu saglamak projelerin kapsam fayda kaynak kalite risk cercevesinde takibini yapmak gelistirilen cozumlerin test sureclerinin planlanmasini gerceklestirmesini saglamak uretime alinan programlardaki istekleri analiz etmek gerekliligi paralelinde proje talepleri olusturmak sistemdeki datalarin dogrulugu konusunda sorgulamalar yaparak duzeltilmesini saglamak uygulama entegrasyon sistemsel altyapinin dogru saglikli kesintisiz sekilde calisiyor olmasini saglamak skollari tarafindan ihtiyac duyulan raporlarin uretilmesinde kullanicilara destek vermek kullanicilari yonlendirmek programlarin kullanilmasi ilgili cikan soru sorunlarda kullanicilara destek vermek gunluk isleyisin aksamamasi icin gerekli mudahalelerde bulunmak intelligence desktop intelligence araclarini kullarak musteri ihtiyacini karsilayan raporlari hazirlamak,analisti finansman,is_analizi_raporlama,office programlari finans sistem gelistirme analitik dusunen problem cozme yetkinligine sahip oracle raporlama ikna iletisim yonu guclu degisime ogrenmeye acik yaratici sonuc odakli ekip calismasi analiz raporlama
